name	plot	weight	weightRatio	presence
Alopecurus_pratensis	X1	0.02	0.05	1
Campanula_rotundifolia	X1	0.02	0.04	1
Cynosurus_cristatus	X1	0.05	0.10	1
Daucus_carota	X1	0.002	0.01	0
Festuca_rubra	X1	0.02	0.04	1
Galium_album	X1	0.002	0.01	1
Geranium_pratense	X1	0.05	0.11	1
Onobrychis_viciifolia	X1	0.04	0.08	1
Phleum_pratense	X1	0.06	0.12	1
Plantago_media	X1	0.01	0.03	1
Primula_veris	X1	0.07	0.14	1
Ranunculus_acris	X1	0.002	0.01	0
Ranunculus_bulbosus	X1	0.01	0.02	0
Saxifraga_granulata	X1	0.002	0.01	0
Silene_dioica	X1	0.02	0.04	1
Tragopogon_pratensis	X1	0.01	0.02	1
Trisetum_flavescens	X1	0.07	0.14	1
Veronica_chamaedrys	X1	0.01	0.02	1
Vicia_cracca	X1	0.002	0.01	0
Vicia_sepium	X1	0.002	0.01	0
Achillea_millefolium	X2	0.01	0.03	1
Agrostis_capillaris	X2	0.02	0.04	1
Briza_media	X2	0.04	0.07	1
Bromus_erectus	X2	0.08	0.18	1
Campanula_glomerata	X2	0.04	0.08	1
Campanula_rotundifolia	X2	0.02	0.04	1
Cynosurus_cristatus	X2	0.04	0.07	1
Galium_album	X2	0.01	0.02	0
Geranium_pratense	X2	0.03	0.06	1
Medicago_lupulina	X2	0.02	0.05	1
Plantago_lanceolata	X2	0.01	0.03	1
Plantago_media	X2	0.02	0.03	1
Poa_angustifolia	X2	0.04	0.08	1
Prunella_vulgaris	X2	0.01	0.03	0
Ranunculus_acris	X2	0.01	0.03	0
Ranunculus_bulbosus	X2	0.02	0.03	0
Silene_dioica	X2	0.02	0.03	1
Tragopogon_pratensis	X2	0.02	0.04	1
Vicia_cracca	X2	0.01	0.03	0
Vicia_sepium	X2	0.01	0.02	0
Achillea_millefolium	X3	0.02	0.04	1
Bromus_erectus	X3	0.07	0.14	1
Bromus_hordeaceus	X3	0.03	0.06	1
Campanula_glomerata	X3	0.04	0.09	1
Geranium_pratense	X3	0.02	0.05	0
Helictotrichon_pubescens	X3	0.03	0.06	0
Hypochaeris_radicata	X3	0.01	0.02	0
Leontodon_hispidus	X3	0.01	0.03	1
Leucanthemum_vulgare	X3	0.01	0.03	1
Luzula_campestris	X3	0.01	0.01	0
Medicago_lupulina	X3	0.02	0.04	1
Onobrychis_viciifolia	X3	0.02	0.04	0
Phleum_pratense	X3	0.04	0.07	1
Plantago_lanceolata	X3	0.01	0.03	1
Poa_angustifolia	X3	0.05	0.11	1
Primula_veris	X3	0.03	0.06	1
Ranunculus_bulbosus	X3	0.01	0.03	0
Saxifraga_granulata	X3	0.02	0.04	0
Silene_dioica	X3	0.01	0.03	1
Vicia_sepium	X3	0.01	0.02	0
Achillea_millefolium	X4	0.002	0.00	1
Alopecurus_pratensis	X4	0.01	0.03	1
Campanula_glomerata	X4	0.09	0.18	1
Crepis_biennis	X4	0.002	0.00	0
Daucus_carota	X4	0.01	0.01	1
Festuca_rubra	X4	0.02	0.03	1
Helictotrichon_pubescens	X4	0.13	0.28	1
Hypochaeris_radicata	X4	0.002	0.00	1
Leontodon_hispidus	X4	0.02	0.05	1
Medicago_lupulina	X4	0.002	0.01	1
Onobrychis_viciifolia	X4	0.04	0.09	0
Plantago_lanceolata	X4	0.01	0.02	1
Poa_angustifolia	X4	0.03	0.05	1
Prunella_vulgaris	X4	0.02	0.04	0
Ranunculus_bulbosus	X4	0.06	0.13	0
Saxifraga_granulata	X4	0.002	0.00	0
Silene_flos-cuculi	X4	0.002	0.00	1
Thymus_pulegioides	X4	0.002	0.00	1
Trisetum_flavescens	X4	0.03	0.06	1
Vicia_cracca	X4	0.002	0.00	0
Achillea_millefolium	X5	0.02	0.03	1
Bromus_erectus	X5	0.08	0.16	1
Bromus_hordeaceus	X5	0.04	0.08	1
Campanula_patula	X5	0.03	0.07	1
Campanula_rotundifolia	X5	0.02	0.04	1
Crepis_biennis	X5	0.01	0.02	1
Cynosurus_cristatus	X5	0.03	0.07	1
Daucus_carota	X5	0.01	0.02	1
Festuca_rubra	X5	0.03	0.06	1
Leucanthemum_vulgare	X5	0.01	0.03	1
Medicago_lupulina	X5	0.02	0.04	1
Onobrychis_viciifolia	X5	0.02	0.04	0
Plantago_lanceolata	X5	0.01	0.03	1
Primula_veris	X5	0.03	0.06	1
Prunella_vulgaris	X5	0.02	0.04	1
Ranunculus_bulbosus	X5	0.02	0.03	0
Silene_flos-cuculi	X5	0.02	0.03	1
Tragopogon_pratensis	X5	0.02	0.04	1
Trisetum_flavescens	X5	0.04	0.08	1
Vicia_sepium	X5	0.01	0.02	0
Anthoxanthum_odoratum	X6	0.002	0.01	0
Bromus_erectus	X6	0.12	0.25	1
Campanula_patula	X6	0.04	0.08	1
Cardamine_pratensis	X6	0.03	0.07	1
Festuca_rubra	X6	0.05	0.10	1
Helictotrichon_pubescens	X6	0.01	0.03	1
Hypochaeris_radicata	X6	0.002	0.00	1
Leontodon_hispidus	X6	0.01	0.03	1
Luzula_campestris	X6	0.002	0.00	0
Medicago_lupulina	X6	0.04	0.08	1
Phleum_pratense	X6	0.03	0.06	1
Plantago_lanceolata	X6	0.02	0.03	1
Ranunculus_bulbosus	X6	0.03	0.06	1
Saxifraga_granulata	X6	0.01	0.02	0
Silene_flos-cuculi	X6	0.02	0.05	1
Thymus_pulegioides	X6	0.02	0.04	1
Tragopogon_pratensis	X6	0.02	0.04	1
Veronica_chamaedrys	X6	0.01	0.02	0
Vicia_cracca	X6	0.01	0.02	1
Vicia_sepium	X6	0.002	0.00	0
Anthoxanthum_odoratum	X7	0.01	0.02	0
Briza_media	X7	0.04	0.08	1
Bromus_erectus	X7	0.1	0.22	1
Campanula_rotundifolia	X7	0.05	0.11	1
Galium_album	X7	0.01	0.02	1
Helictotrichon_pubescens	X7	0.02	0.05	1
Hypochaeris_radicata	X7	0.002	0.00	1
Leontodon_hispidus	X7	0.02	0.05	1
Leucanthemum_vulgare	X7	0.01	0.02	1
Luzula_campestris	X7	0.002	0.00	0
Onobrychis_viciifolia	X7	0.04	0.08	1
Plantago_lanceolata	X7	0.01	0.02	1
Plantago_media	X7	0.03	0.06	1
Prunella_vulgaris	X7	0.04	0.07	1
Ranunculus_acris	X7	0.01	0.02	0
Tragopogon_pratensis	X7	0.01	0.02	1
Trisetum_flavescens	X7	0.05	0.10	1
Veronica_chamaedrys	X7	0.03	0.06	1
Vicia_cracca	X7	0.01	0.01	0
Vicia_sepium	X7	0.002	0.01	0
Alopecurus_pratensis	X8	0.03	0.06	1
Bromus_erectus	X8	0.07	0.14	1
Campanula_glomerata	X8	0.04	0.09	1
Cardamine_pratensis	X8	0.01	0.03	1
Crepis_biennis	X8	0.01	0.02	1
Geranium_pratense	X8	0.02	0.05	1
Helictotrichon_pubescens	X8	0.03	0.07	1
Leucanthemum_vulgare	X8	0.02	0.03	1
Luzula_campestris	X8	0.01	0.02	0
Medicago_lupulina	X8	0.03	0.05	1
Phleum_pratense	X8	0.03	0.07	1
Poa_angustifolia	X8	0.05	0.11	1
Primula_veris	X8	0.03	0.06	1
Prunella_vulgaris	X8	0.01	0.03	0
Ranunculus_acris	X8	0.01	0.03	1
Thymus_pulegioides	X8	0.02	0.04	1
Tragopogon_pratensis	X8	0.02	0.04	1
Veronica_chamaedrys	X8	0.01	0.03	1
Vicia_cracca	X8	0.01	0.03	0
Vicia_sepium	X8	0.01	0.02	0
Achillea_millefolium	X9	0.01	0.01	1
Alopecurus_pratensis	X9	0.02	0.05	0
Bromus_hordeaceus	X9	0.04	0.08	1
Campanula_glomerata	X9	0.03	0.06	1
Campanula_patula	X9	0.002	0.00	1
Campanula_rotundifolia	X9	0.002	0.01	0
Cardamine_pratensis	X9	0.01	0.02	1
Cynosurus_cristatus	X9	0.04	0.09	1
Galium_album	X9	0.002	0.00	0
Helictotrichon_pubescens	X9	0.05	0.11	1
Leontodon_hispidus	X9	0.01	0.01	1
Leucanthemum_vulgare	X9	0.01	0.02	1
Medicago_lupulina	X9	0.03	0.07	1
Plantago_media	X9	0.01	0.02	1
Primula_veris	X9	0.08	0.17	1
Ranunculus_bulbosus	X9	0.02	0.04	0
Tragopogon_pratensis	X9	0.04	0.09	1
Trisetum_flavescens	X9	0.06	0.13	1
Vicia_cracca	X9	0.01	0.03	0
Vicia_sepium	X9	0.002	0.00	0
Agrostis_capillaris	X10	0.01	0.01	1
Alopecurus_pratensis	X10	0.04	0.08	1
Campanula_glomerata	X10	0.05	0.10	1
Campanula_rotundifolia	X10	0.01	0.01	1
Cardamine_pratensis	X10	0.01	0.01	1
Crepis_biennis	X10	0.01	0.01	1
Cynosurus_cristatus	X10	0.06	0.13	1
Geranium_pratense	X10	0.09	0.19	1
Hypochaeris_radicata	X10	0.002	0.00	1
Luzula_campestris	X10	0.002	0.00	0
Onobrychis_viciifolia	X10	0.04	0.08	1
Plantago_lanceolata	X10	0.01	0.02	1
Poa_angustifolia	X10	0.05	0.11	1
Ranunculus_acris	X10	0.01	0.02	0
Ranunculus_bulbosus	X10	0.02	0.04	0
Silene_dioica	X10	0.01	0.03	1
Thymus_pulegioides	X10	0.01	0.01	1
Trisetum_flavescens	X10	0.05	0.11	1
Vicia_cracca	X10	0.01	0.01	1
Vicia_sepium	X10	0.002	0.01	0
Agrostis_capillaris	X11	0.01	0.02	1
Bromus_hordeaceus	X11	0.08	0.16	1
Campanula_glomerata	X11	0.04	0.08	1
Cardamine_pratensis	X11	0.01	0.01	1
Festuca_rubra	X11	0.04	0.07	1
Geranium_pratense	X11	0.06	0.13	1
Luzula_campestris	X11	0.002	0.00	0
Medicago_lupulina	X11	0.02	0.03	1
Onobrychis_viciifolia	X11	0.03	0.05	0
Plantago_media	X11	0.01	0.02	1
Poa_angustifolia	X11	0.05	0.10	1
Primula_veris	X11	0.04	0.07	1
Prunella_vulgaris	X11	0.01	0.03	1
Ranunculus_acris	X11	0.01	0.02	1
Ranunculus_bulbosus	X11	0.01	0.03	1
Saxifraga_granulata	X11	0.002	0.01	0
Silene_flos-cuculi	X11	0.01	0.02	1
Trisetum_flavescens	X11	0.05	0.10	1
Veronica_chamaedrys	X11	0.01	0.02	1
Vicia_sepium	X11	0.01	0.01	0
Anthoxanthum_odoratum	X12	0.02	0.04	1
Briza_media	X12	0.03	0.07	1
Bromus_erectus	X12	0.1	0.20	1
Campanula_glomerata	X12	0.03	0.06	1
Campanula_patula	X12	0.02	0.03	1
Campanula_rotundifolia	X12	0.02	0.03	1
Cardamine_pratensis	X12	0.02	0.04	1
Festuca_rubra	X12	0.04	0.08	1
Geranium_pratense	X12	0.04	0.09	0
Leucanthemum_vulgare	X12	0.02	0.04	1
Luzula_campestris	X12	0.01	0.02	0
Medicago_lupulina	X12	0.01	0.02	0
Onobrychis_viciifolia	X12	0.02	0.05	0
Phleum_pratense	X12	0.03	0.06	1
Plantago_media	X12	0.02	0.04	0
Saxifraga_granulata	X12	0.01	0.02	0
Silene_dioica	X12	0.01	0.02	1
Silene_flos-cuculi	X12	0.01	0.03	1
Veronica_chamaedrys	X12	0.01	0.02	1
Vicia_cracca	X12	0.01	0.02	0
Agrostis_capillaris	X13	0.01	0.03	1
Anthoxanthum_odoratum	X13	0.02	0.04	0
Bromus_erectus	X13	0.12	0.24	0
Campanula_glomerata	X13	0.05	0.10	1
Campanula_rotundifolia	X13	0.02	0.04	1
Festuca_rubra	X13	0.04	0.07	1
Hypochaeris_radicata	X13	0.002	0.01	1
Leontodon_hispidus	X13	0.02	0.04	1
Leucanthemum_vulgare	X13	0.02	0.03	1
Luzula_campestris	X13	0.002	0.01	0
Medicago_lupulina	X13	0.01	0.03	1
Onobrychis_viciifolia	X13	0.03	0.05	1
Phleum_pratense	X13	0.03	0.07	1
Plantago_media	X13	0.02	0.04	1
Ranunculus_acris	X13	0.02	0.03	1
Ranunculus_bulbosus	X13	0.02	0.05	1
Silene_dioica	X13	0.01	0.03	1
Silene_flos-cuculi	X13	0.01	0.03	0
Veronica_chamaedrys	X13	0.01	0.03	1
Vicia_cracca	X13	0.01	0.02	0
Achillea_millefolium	X14	0.05	0.10	1
Agrostis_capillaris	X14	0.002	0.00	1
Briza_media	X14	0.13	0.28	1
Bromus_hordeaceus	X14	0.01	0.01	1
Cardamine_pratensis	X14	0.01	0.02	0
Crepis_biennis	X14	0.002	0.00	0
Daucus_carota	X14	0.002	0.01	1
Festuca_rubra	X14	0.04	0.07	1
Galium_album	X14	0.002	0.00	0
Geranium_pratense	X14	0.12	0.25	1
Hypochaeris_radicata	X14	0.002	0.00	1
Leontodon_hispidus	X14	0.01	0.02	1
Leucanthemum_vulgare	X14	0.02	0.03	1
Medicago_lupulina	X14	0.05	0.10	1
Phleum_pratense	X14	0.04	0.09	1
Plantago_lanceolata	X14	0.002	0.01	0
Prunella_vulgaris	X14	0.002	0.00	0
Silene_flos-cuculi	X14	0.01	0.01	1
Vicia_cracca	X14	0.002	0.00	1
Vicia_sepium	X14	0.002	0.00	0
Achillea_millefolium	X15	0.02	0.04	1
Anthoxanthum_odoratum	X15	0.02	0.04	0
Briza_media	X15	0.04	0.09	1
Bromus_erectus	X15	0.08	0.18	1
Campanula_glomerata	X15	0.05	0.10	0
Festuca_rubra	X15	0.04	0.08	1
Geranium_pratense	X15	0.02	0.05	0
Helictotrichon_pubescens	X15	0.03	0.07	1
Leontodon_hispidus	X15	0.01	0.03	0
Leucanthemum_vulgare	X15	0.02	0.03	1
Luzula_campestris	X15	0.002	0.01	0
Medicago_lupulina	X15	0.02	0.04	1
Onobrychis_viciifolia	X15	0.02	0.04	0
Plantago_media	X15	0.02	0.04	1
Saxifraga_granulata	X15	0.02	0.03	0
Silene_dioica	X15	0.01	0.02	1
Silene_flos-cuculi	X15	0.01	0.03	1
Tragopogon_pratensis	X15	0.02	0.03	0
Veronica_chamaedrys	X15	0.01	0.03	1
Vicia_cracca	X15	0.01	0.02	0
Achillea_millefolium	X16	0.03	0.06	1
Anthoxanthum_odoratum	X16	0.02	0.04	0
Bromus_erectus	X16	0.09	0.19	1
Campanula_glomerata	X16	0.02	0.05	1
Campanula_patula	X16	0.01	0.02	1
Campanula_rotundifolia	X16	0.02	0.05	1
Cardamine_pratensis	X16	0.03	0.07	1
Cynosurus_cristatus	X16	0.03	0.06	1
Geranium_pratense	X16	0.03	0.06	0
Helictotrichon_pubescens	X16	0.03	0.07	0
Hypochaeris_radicata	X16	0.01	0.01	1
Onobrychis_viciifolia	X16	0.03	0.06	0
Plantago_media	X16	0.03	0.06	1
Prunella_vulgaris	X16	0.01	0.02	1
Silene_dioica	X16	0.002	0.01	1
Silene_flos-cuculi	X16	0.01	0.03	1
Trisetum_flavescens	X16	0.04	0.08	1
Veronica_chamaedrys	X16	0.01	0.02	1
Vicia_cracca	X16	0.01	0.03	0
Vicia_sepium	X16	0.002	0.01	0
Achillea_millefolium	X17	0.01	0.02	1
Agrostis_capillaris	X17	0.01	0.01	1
Anthoxanthum_odoratum	X17	0.01	0.03	0
Bromus_hordeaceus	X17	0.07	0.14	1
Campanula_glomerata	X17	0.04	0.08	1
Campanula_patula	X17	0.01	0.02	1
Campanula_rotundifolia	X17	0.01	0.02	1
Cardamine_pratensis	X17	0.01	0.02	1
Festuca_rubra	X17	0.06	0.13	1
Geranium_pratense	X17	0.07	0.14	0
Hypochaeris_radicata	X17	0.002	0.00	0
Leontodon_hispidus	X17	0.01	0.02	0
Luzula_campestris	X17	0.002	0.00	0
Medicago_lupulina	X17	0.01	0.02	1
Onobrychis_viciifolia	X17	0.03	0.07	0
Primula_veris	X17	0.05	0.11	1
Ranunculus_acris	X17	0.01	0.02	0
Thymus_pulegioides	X17	0.01	0.01	1
Trisetum_flavescens	X17	0.07	0.14	1
Vicia_cracca	X17	0.002	0.01	0
Achillea_millefolium	X18	0.02	0.04	1
Briza_media	X18	0.03	0.05	0
Bromus_erectus	X18	0.11	0.22	0
Campanula_patula	X18	0.03	0.06	1
Campanula_rotundifolia	X18	0.02	0.04	1
Galium_album	X18	0.01	0.02	0
Helictotrichon_pubescens	X18	0.03	0.06	1
Hypochaeris_radicata	X18	0.002	0.01	0
Leucanthemum_vulgare	X18	0.02	0.04	1
Medicago_lupulina	X18	0.02	0.03	0
Onobrychis_viciifolia	X18	0.03	0.06	1
Phleum_pratense	X18	0.02	0.05	0
Plantago_lanceolata	X18	0.02	0.04	1
Poa_angustifolia	X18	0.03	0.07	1
Saxifraga_granulata	X18	0.01	0.02	0
Silene_dioica	X18	0.02	0.04	0
Thymus_pulegioides	X18	0.02	0.03	1
Tragopogon_pratensis	X18	0.04	0.08	0
Veronica_chamaedrys	X18	0.01	0.03	1
Vicia_sepium	X18	0.01	0.01	1
Achillea_millefolium	X19	0.01	0.02	1
Agrostis_capillaris	X19	0.002	0.01	1
Alopecurus_pratensis	X19	0.03	0.06	0
Bromus_hordeaceus	X19	0.06	0.13	1
Campanula_glomerata	X19	0.04	0.08	1
Campanula_patula	X19	0.01	0.02	1
Daucus_carota	X19	0.01	0.03	1
Geranium_pratense	X19	0.09	0.18	1
Medicago_lupulina	X19	0.01	0.02	1
Onobrychis_viciifolia	X19	0.03	0.07	0
Plantago_lanceolata	X19	0.01	0.03	1
Plantago_media	X19	0.02	0.03	1
Poa_angustifolia	X19	0.07	0.15	1
Prunella_vulgaris	X19	0.01	0.02	1
Ranunculus_acris	X19	0.01	0.02	0
Saxifraga_granulata	X19	0.002	0.00	0
Silene_flos-cuculi	X19	0.01	0.01	1
Thymus_pulegioides	X19	0.01	0.01	1
Trisetum_flavescens	X19	0.05	0.10	1
Vicia_sepium	X19	0.002	0.00	0
Alopecurus_pratensis	X20	0.02	0.05	0
Briza_media	X20	0.04	0.09	0
Bromus_hordeaceus	X20	0.09	0.19	1
Campanula_rotundifolia	X20	0.01	0.01	1
Crepis_biennis	X20	0.002	0.01	0
Festuca_rubra	X20	0.02	0.04	1
Hypochaeris_radicata	X20	0.002	0.00	1
Leucanthemum_vulgare	X20	0.002	0.01	1
Medicago_lupulina	X20	0.02	0.03	1
Onobrychis_viciifolia	X20	0.03	0.06	0
Plantago_lanceolata	X20	0.01	0.02	1
Plantago_media	X20	0.01	0.03	0
Poa_angustifolia	X20	0.04	0.08	1
Primula_veris	X20	0.002	0.22	1
Prunella_vulgaris	X20	0.02	0.04	1
Ranunculus_bulbosus	X20	0.02	0.04	1
Silene_dioica	X20	0.02	0.05	1
Thymus_pulegioides	X20	0.01	0.01	1
Veronica_chamaedrys	X20	0.01	0.02	1
Vicia_sepium	X20	0.002	0.00	0
Achillea_millefolium	X21	0.002	0.01	1
Anthoxanthum_odoratum	X21	0.002	0.01	0
Bromus_hordeaceus	X21	0.09	0.18	1
Campanula_glomerata	X21	0.1	0.21	1
Campanula_rotundifolia	X21	0.002	0.01	0
Cardamine_pratensis	X21	0.01	0.01	1
Crepis_biennis	X21	0.002	0.00	1
Cynosurus_cristatus	X21	0.05	0.11	1
Daucus_carota	X21	0.01	0.01	1
Festuca_rubra	X21	0.02	0.05	1
Galium_album	X21	0.002	0.00	0
Onobrychis_viciifolia	X21	0.05	0.10	1
Plantago_lanceolata	X21	0.01	0.02	1
Poa_angustifolia	X21	0.05	0.11	1
Prunella_vulgaris	X21	0.02	0.03	1
Ranunculus_acris	X21	0.01	0.02	1
Thymus_pulegioides	X21	0.002	0.01	1
Tragopogon_pratensis	X21	0.06	0.12	1
Vicia_cracca	X21	0.002	0.00	1
Vicia_sepium	X21	0.002	0.00	0
Achillea_millefolium	X22	0.02	0.03	1
Agrostis_capillaris	X22	0.02	0.03	0
Anthoxanthum_odoratum	X22	0.02	0.05	0
Bromus_erectus	X22	0.1	0.22	0
Campanula_glomerata	X22	0.03	0.07	1
Campanula_patula	X22	0.02	0.04	0
Cardamine_pratensis	X22	0.01	0.03	1
Crepis_biennis	X22	0.01	0.03	0
Daucus_carota	X22	0.02	0.03	1
Festuca_rubra	X22	0.04	0.07	0
Helictotrichon_pubescens	X22	0.04	0.08	0
Leontodon_hispidus	X22	0.02	0.03	0
Leucanthemum_vulgare	X22	0.01	0.03	0
Medicago_lupulina	X22	0.01	0.03	1
Onobrychis_viciifolia	X22	0.02	0.05	0
Primula_veris	X22	0.03	0.07	0
Silene_dioica	X22	0.01	0.03	0
Silene_flos-cuculi	X22	0.01	0.03	1
Thymus_pulegioides	X22	0.01	0.03	0
Vicia_cracca	X22	0.01	0.02	0
Alopecurus_pratensis	X23	0.02	0.03	0
Briza_media	X23	0.08	0.16	1
Bromus_hordeaceus	X23	0.04	0.08	1
Campanula_glomerata	X23	0.09	0.18	1
Cardamine_pratensis	X23	0.01	0.02	1
Cynosurus_cristatus	X23	0.05	0.11	0
Galium_album	X23	0.002	0.00	0
Hypochaeris_radicata	X23	0.002	0.00	1
Leucanthemum_vulgare	X23	0.01	0.02	1
Luzula_campestris	X23	0.002	0.00	0
Medicago_lupulina	X23	0.002	0.01	1
Onobrychis_viciifolia	X23	0.04	0.09	1
Phleum_pratense	X23	0.04	0.07	1
Plantago_lanceolata	X23	0.01	0.02	1
Prunella_vulgaris	X23	0.002	0.00	1
Ranunculus_acris	X23	0.002	0.01	1
Ranunculus_bulbosus	X23	0.04	0.08	1
Silene_flos-cuculi	X23	0.002	0.00	1
Tragopogon_pratensis	X23	0.05	0.11	0
Vicia_sepium	X23	0.002	0.00	0
Briza_media	X24	0.04	0.08	1
Bromus_hordeaceus	X24	0.03	0.06	1
Campanula_patula	X24	0.03	0.06	1
Campanula_rotundifolia	X24	0.01	0.03	1
Crepis_biennis	X24	0.002	0.00	0
Daucus_carota	X24	0.01	0.02	1
Geranium_pratense	X24	0.1	0.20	0
Helictotrichon_pubescens	X24	0.03	0.07	0
Leontodon_hispidus	X24	0.02	0.03	0
Leucanthemum_vulgare	X24	0.01	0.02	0
Onobrychis_viciifolia	X24	0.05	0.09	0
Poa_angustifolia	X24	0.07	0.15	1
Prunella_vulgaris	X24	0.01	0.03	0
Ranunculus_acris	X24	0.01	0.02	1
Saxifraga_granulata	X24	0.002	0.00	0
Thymus_pulegioides	X24	0.01	0.02	1
Trisetum_flavescens	X24	0.04	0.09	0
Veronica_chamaedrys	X24	0.01	0.01	1
Vicia_cracca	X24	0.002	0.00	0
Vicia_sepium	X24	0.002	0.00	0
Achillea_millefolium	X25	0.02	0.04	1
Bromus_erectus	X25	0.08	0.17	1
Campanula_glomerata	X25	0.02	0.04	1
Campanula_patula	X25	0.01	0.03	1
Cardamine_pratensis	X25	0.02	0.04	1
Cynosurus_cristatus	X25	0.03	0.06	1
Daucus_carota	X25	0.02	0.04	1
Helictotrichon_pubescens	X25	0.04	0.08	0
Hypochaeris_radicata	X25	0.02	0.03	0
Medicago_lupulina	X25	0.01	0.02	1
Onobrychis_viciifolia	X25	0.03	0.05	1
Phleum_pratense	X25	0.03	0.05	1
Poa_angustifolia	X25	0.04	0.09	1
